"idhod","amount","year","confidentiality","location","non_investment_expense_type","program","sector","type_of_expense"
766392469,18017,2016,"verejny","Ústecký kraj",NULL,"Waste management","Government institutions","Gross investment in tangible non-current assets"
766392521,0,2016,"verejny","Ústecký kraj",NULL,"Limitation of noise and vibration (except workplace protection)","Government institutions","Gross investment in tangible non-current assets"
766392459,117323,2016,"verejny","Ústecký kraj",NULL,"Wastewater management","Non-financial enterprises","Gross investment in tangible non-current assets"
766392664,NULL,2016,"duverny","Ústecký kraj",NULL,"Landscape and biodiversity protection (species diversity)","Non-financial enterprises","Gross investment in tangible non-current assets"
766392381,433397,2016,"verejny","Ústecký kraj",NULL,"Air and climate protection","Non-financial enterprises","Gross investment in tangible non-current assets"
766392520,10030,2016,"verejny","Ústecký kraj",NULL,"Limitation of noise and vibration (except workplace protection)","Non-financial enterprises","Gross investment in tangible non-current assets"
766392460,57759,2016,"verejny","Ústecký kraj",NULL,"Wastewater management","Government institutions","Gross investment in tangible non-current assets"
766392715,0,2016,"verejny","Ústecký kraj",NULL,"Research and development for environmental protection","Non-financial enterprises","Gross investment in tangible non-current assets"
766392673,0,2016,"verejny","Ústecký kraj",NULL,"Radiation protection","Non-financial enterprises","Gross investment in tangible non-current assets"
766392716,0,2016,"verejny","Ústecký kraj",NULL,"Research and development for environmental protection","Government institutions","Gross investment in tangible non-current assets"
766392725,3527,2016,"verejny","Ústecký kraj",NULL,"Other environmental protection activities","Government institutions","Gross investment in tangible non-current assets"
766392724,28425,2016,"verejny","Ústecký kraj",NULL,"Other environmental protection activities","Non-financial enterprises","Gross investment in tangible non-current assets"
766392674,0,2016,"verejny","Ústecký kraj",NULL,"Radiation protection","Government institutions","Gross investment in tangible non-current assets"
766392666,11846,2016,"verejny","Ústecký kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Turnover from selling of services"
766392470,1583673,2016,"verejny","Ústecký kraj",NULL,"Waste management",NULL,"Turnover from selling of services"
766392513,8915,2016,"verejny","Ústecký kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Turnover from selling of services"
766392374,1668015,2016,"verejny","Ústecký kraj",NULL,NULL,NULL,"Turnover from selling of services"
766392383,171,2016,"verejny","Ústecký kraj",NULL,"Air and climate protection",NULL,"Turnover from selling of services"
766392461,61099,2016,"verejny","Ústecký kraj",NULL,"Wastewater management",NULL,"Turnover from selling of services"
766392522,0,2016,"verejny","Ústecký kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Turnover from selling of services"
766392675,0,2016,"verejny","Ústecký kraj",NULL,"Radiation protection",NULL,"Turnover from selling of services"
766392717,0,2016,"verejny","Ústecký kraj",NULL,"Research and development for environmental protection",NULL,"Turnover from selling of services"
766392866,2311,2016,"verejny","Ústecký kraj",NULL,"Other environmental protection activities",NULL,"Turnover from selling of services"
766392668,0,2016,"verejny","Ústecký kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Capitalized output (methodology valid until 2015)"
766392472,6625,2016,"verejny","Ústecký kraj",NULL,"Waste management",NULL,"Capitalized output (methodology valid until 2015)"
766392515,0,2016,"verejny","Ústecký kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Capitalized output (methodology valid until 2015)"
766392376,23099,2016,"verejny","Ústecký kraj",NULL,NULL,NULL,"Capitalized output (methodology valid until 2015)"
766392385,NULL,2016,"duverny","Ústecký kraj",NULL,"Air and climate protection",NULL,"Capitalized output (methodology valid until 2015)"
766392463,NULL,2016,"duverny","Ústecký kraj",NULL,"Wastewater management",NULL,"Capitalized output (methodology valid until 2015)"
766392524,0,2016,"verejny","Ústecký kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Capitalized output (methodology valid until 2015)"
766392710,0,2016,"verejny","Ústecký kraj",NULL,"Radiation protection",NULL,"Capitalized output (methodology valid until 2015)"
766392719,0,2016,"verejny","Ústecký kraj",NULL,"Research and development for environmental protection",NULL,"Capitalized output (methodology valid until 2015)"
766392868,NULL,2016,"duverny","Ústecký kraj",NULL,"Other environmental protection activities",NULL,"Capitalized output (methodology valid until 2015)"
766392369,1721927,2016,"verejny","Ústecký kraj","Internal non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
766392465,787165,2016,"verejny","Ústecký kraj","Internal non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
766392466,1208608,2016,"verejny","Ústecký kraj","External non-investment costs","Waste management",NULL,"Non-investment environmental protection expenditure"
766392518,2267,2016,"verejny","Ústecký kraj","External non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
766392660,388509,2016,"verejny","Ústecký kraj",NULL,"Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
766392387,396782,2016,"verejny","Ústecký kraj","Internal non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
766392661,17629,2016,"verejny","Ústecký kraj","Internal non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
766392662,370880,2016,"verejny","Ústecký kraj","External non-investment costs","Landscape and biodiversity protection (species diversity)",NULL,"Non-investment environmental protection expenditure"
766392464,1995773,2016,"verejny","Ústecký kraj",NULL,"Waste management",NULL,"Non-investment environmental protection expenditure"
766392473,219312,2016,"verejny","Ústecký kraj",NULL,"Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
766392378,325349,2016,"verejny","Ústecký kraj","Internal non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
766392370,2280204,2016,"verejny","Ústecký kraj","External non-investment costs",NULL,NULL,"Non-investment environmental protection expenditure"
766392508,57134,2016,"verejny","Ústecký kraj","Internal non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
766392379,109618,2016,"verejny","Ústecký kraj","External non-investment costs","Air and climate protection",NULL,"Non-investment environmental protection expenditure"
766392457,342168,2016,"verejny","Ústecký kraj","External non-investment costs","Wastewater management",NULL,"Non-investment environmental protection expenditure"
766392326,4002131,2016,"verejny","Ústecký kraj",NULL,NULL,NULL,"Non-investment environmental protection expenditure"
766392377,434967,2016,"verejny","Ústecký kraj",NULL,"Air and climate protection",NULL,"Non-investment environmental protection expenditure"
766392517,2847,2016,"verejny","Ústecký kraj","Internal non-investment costs","Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
766392386,738950,2016,"verejny","Ústecký kraj",NULL,"Wastewater management",NULL,"Non-investment environmental protection expenditure"
766392516,5114,2016,"verejny","Ústecký kraj",NULL,"Limitation of noise and vibration (except workplace protection)",NULL,"Non-investment environmental protection expenditure"
766392509,162178,2016,"verejny","Ústecký kraj","External non-investment costs","Protection and rehabilitation of soil, underground and surface water",NULL,"Non-investment environmental protection expenditure"
766392669,NULL,2016,"duverny","Ústecký kraj",NULL,"Radiation protection",NULL,"Non-investment environmental protection expenditure"
766392711,26602,2016,"verejny","Ústecký kraj",NULL,"Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
766392720,192769,2016,"verejny","Ústecký kraj",NULL,"Other environmental protection activities",NULL,"Non-investment environmental protection expenditure"
766392671,NULL,2016,"duverny","Ústecký kraj","External non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
766392670,NULL,2016,"duverny","Ústecký kraj","Internal non-investment costs","Radiation protection",NULL,"Non-investment environmental protection expenditure"
766392712,13749,2016,"verejny","Ústecký kraj","Internal non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
766392713,12853,2016,"verejny","Ústecký kraj","External non-investment costs","Research and development for environmental protection",NULL,"Non-investment environmental protection expenditure"
